X,Y
19231.0,372.42248
19243.0,373.35584
19255.0,374.2892
19267.0,375.22256
19279.0,376.15592
19291.0,377.08928
19303.0,378.02264
19327.0,379.88936
19351.0,381.75608
19399.0,385.48952
19411.0,386.42288
19423.0,387.35624
19435.0,388.2896
19447.0,389.22296
19459.0,390.15632
19471.0,391.08968
19483.0,392.02304
19495.0,392.9564
19519.0,394.82312
19627.0,403.22336
19639.0,404.15672
19675.0,406.9568
19687.0,407.89016
19699.0,408.82352
19711.0,409.75688
19723.0,410.69024
19735.0,411.6236
19807.0,417.22376
19819.0,418.1565302776
19831.0,419.0810444408
19843.0,419.9949436
19855.0,420.8982277551
19867.0,421.7908969061
19879.0,422.6729510531
19891.0,423.5443901959
19903.0,424.4052143347
19915.0,425.2554234694
19927.0,426.0950176
19939.0,426.9239967265
19951.0,427.742360849
19963.0,428.5501099673
19975.0,429.3472440816
19987.0,430.1337631918
19999.0,430.909667298
20011.0,431.6749564
20023.0,432.429630498
20035.0,433.1736895918
20047.0,433.9071336816
20059.0,434.6299627673
20071.0,435.342176849
20083.0,436.0437759265
20095.0,436.73476
20107.0,437.4151290694
20119.0,438.0848831347
20131.0,438.7440221959
20143.0,439.3925462531
20155.0,440.0304553061
20167.0,440.6577493551
20179.0,441.2744284
20191.0,441.8804924408
20203.0,442.4759414776
20215.0,443.0607755102
20227.0,443.6299224612
20239.0,444.1783102528
20251.0,444.7059388852
20263.0,445.2128083582
20275.0,445.6989186719
20287.0,446.1642698264
20299.0,446.6088618215
20311.0,447.0326946573
20323.0,447.4357683338
20335.0,447.8180828511
20347.0,448.179638209
20359.0,448.5204344076
20371.0,448.8404714468
20383.0,449.1397493268
20395.0,449.4182680475
20407.0,449.6760276089
20419.0,449.913028011
20431.0,450.1292692537
20443.0,450.3247513372
20455.0,450.4994742613
20467.0,450.6534380262
20479.0,450.7866426317
20491.0,450.899088078
20503.0,450.9907743649
20515.0,451.0617014925
20527.0,451.1118694609
20539.0,451.1412782699
20550.0,451.15
21050.0,451.15
,
,
